review_id,rating,title,content,date,reviewer_name,reviewer_location,verified_purchase
273260809,5,Super sleek! Super good sound!,[This review was collected as part of a promotion.] These sound absolutely amazing! I connected them to my audio Technica turntable and I love it!,2021-12-17T23:09:02,Nessy,Best Buy US,True
299071724,5,A+,I bought these speakers as a Christmas gift to go along with an Audio-Technica turntable and I could not be any happier with them! They both look and sound great!,2023-01-20T22:41:42,DrewP,Best Buy US,True
227670188,5,Awesome Speakers,[This review was collected as part of a promotion.] I love these speakers! Sleek design and high quality audio for a pretty low price when it comes to speakers. Easy to hook up and really loud.,2020-04-22T13:26:20,Anonymous reviewer,Best Buy US,True
274284460,5,"Great sounding, cheap and easy to set up.","[This review was collected as part of a promotion.] What an incredible sound from $100 speakers! Set up was pretty simple, just plugging in the RCA and speaker cords, then connecting to the AUX on my PC and that was it!

The remote is extremely simple with mute and volume up and down, while more controls are found on the main speaker for treble, bass and volume. The sound is clean and rich, although the bass is a little lacking, but I'm fine with that since they are desktop speakers and shaking your rig isn't the best idea.

The look is also very nice! I think I prefer the protective screen off to see the speakers themselves and the wood look is a fantastic aesthetic.

10/10 for the cost",2022-01-06T22:45:46,MrBoZiffer,Best Buy US,True
299079099,4,"Pretty decent, nice and loud.","These speakers definitely bring more than expected.  They have great, but not excellent, sound.  The bass is definitely much better than I expected, and I was buying these based from reviews and the price.  

The speakers are hefty, have decent magnets based by the weight and sound quality. Only downside is the equalizer on the side.  I can adjust the bass and treble, and is fine except when turning either to the extreme positive end, you can hear the compression of the opposite.  Meaning when turning up treble it's fine until it reaches the extreme + side, where you can hear the bass being cut rather than treble added, and the same is true for the bass.

Because this is only at the extreme ends of either, I just keep them lower in my settings and they sound fine. (Extreme being the last 1/16 of the turn approximately)

They really are good speakers, as I am using them as studio monitors and they haven't given any kind of issues.  I would recommend these to a friend, for sure.",2023-01-20T23:46:25,SUAHB,Best Buy US,True
342169417,4,Not a great pick if you can't play it loud,[This review was collected as part of a promotion.] Don't get this if you don't like playing sounds at a relatively high volume. At lower volume it sounds like regular cheap speakers. You have to play it at a fairly high volume to actually get a feel of the sound quality. So might not be suitable for apartments with thin walls,2024-04-20T21:17:29,AashishAx,Best Buy US,True
227318086,5,Great bookshelf speakers for a computer!,"[This review was collected as part of a promotion.] First, these are not Bluetooth. I recommend using them with your computer or other multimedia use. 
They have great sound and are the perfect size for a desk. They have a nice wood finish and they feel very solid. Overall, great product.",2020-04-16T18:07:16,SKWisconsin,Best Buy US,True
243898730,5,God Built These Boxes,[This review was collected as part of a promotion.] Can't beat the price.  CD quality excellent...streaming online I sometimes tweak the sound using my Windows Dolby EQ for added brightness and detail.  Vocals very present.,2020-11-22T16:57:22,SpeakerTweaker,Best Buy US,False
284206615,5,Great sounding speakers that look sharp,[This review was collected as part of a promotion.] These are amazing sounding speakers for the price and size I would recommend them for anyone I love them they take up very small space and have a nice look on my desk,2022-08-12T19:33:08,asterixzx,Best Buy US,True
314173063,5,Amazing,"[This review was collected as part of a promotion.] Worth every penny, these sound amazing from playing games, to watching movies, or listing to music. I don’t know why I did have these from the begining.",2023-08-12T22:04:08,Anonymous reviewer,Best Buy US,True
320680827,5,Great speakers,"[This review was collected as part of a promotion.] Air displacement is amazing along with the bass, great purchase",2023-10-13T23:33:23,Ghost,Best Buy US,True
273822745,5,Great sound,[This review was collected as part of a promotion.] Best sound I ever heard from an  affordable speakers.,2021-12-28T20:14:49,Kasa,Best Buy US,True
299678099,5,Good quality,Good quality.  Better than i expected for sure ...,2023-02-01T19:05:02,DanielR,Best Buy US,True
277374646,5,Edifier R1280T,[This review was collected as part of a promotion.] For $100 it sounds great and it looks good!!!!!!!!,2022-03-19T05:23:06,s7arski78,Best Buy US,True
279835889,4,Good speakers but poor grill color choice,"[This review was collected as part of a promotion.] The speakers are used on a TV to replace the tinny TV speakers.
The line (RCA) outputs on the TV were used which required the volume control on the speakers to be at max. The vol control on
the speakers have no stops! When the speakers are turned off, they DO NOT remember the vol setting. I just leave them on 24/7.

The wood case is nice but the color of the grill (light grey) is a miss-match. I looked online for a brown or tan grill, but all that is available is a black grill directly from Edifier.

The sound quality is much better than the TV speakers.",2022-05-14T20:41:25,Speaker,Best Buy US,False
299373124,5,Great Quality and Sound.Get more for what you paid,"I have picked up this speaker yesterday (1/26/23) and owning it for a couple of hours I would say you do get more out of what you paid for. It doesn’t look or sound like its a budget friendly speaker.

Sound quality is great, I have been playing games, music and movies and it does the job right.

If you weren’t on a budget I would suggest you get the wireless version of this so it would be easy for you to manage the wires. But regardless of the wires they sound great no complaints.",2023-01-27T10:31:09,Jich19,Best Buy US,True
317097379,5,Perfect speakers,[This review was collected as part of a promotion.] These speakers are great!!! They are loud and sound really good too. I bought these for my record player and haven’t quit spinning vinyl yet. They were easy to set up (not Bluetooth) just plug in a couple of wire and flip the on button and ready to go. They even have a remote to adjust the volume. These speakers are perfect for small living and provide a big sound. I bought these because I recently moved into an apartment and they are perfect. Definitely recommend!,2023-09-09T13:19:22,RobertG,Best Buy US,True
281000221,5,Amazing for the Price!,"[This review was collected as part of a promotion.] Wasn’t getting that “vinyl” feel when listening to records via Bluetooth. Decided to shop powered speakers to plug into the vinyl players phono output and not spend much. Found the reviews for these speakers and decided to purchase. Wow, great buy! Speakers sound great! Came with any cable you’ll need! Love the ability to adjust treble and bass! Inexpensive! Happy that I now have that “vinyl” feel. Oh, and love the look with the grills off!",2022-06-11T19:46:49,Cubfan,Best Buy US,True
299079135,4,Great home office speakers for the price,"Great sound for the price. During the day, these are the speakers for my home office to sue for focus music and zoom calls. In the off hours, they get used for playing all types of music. The only area they struggle for me, slightly, is with directionality. If they aren’t pointed towards you, the sound quality tapers off. I wouldn’t use these to fill a large room with good sound, but it’s just right for a medium sized home office",2023-01-20T23:46:47,Nick,Best Buy US,True
280822659,5,Edifier-R1280T w/ DJ Controller DDJ-400,"[This review was collected as part of a promotion.] Overall Nice Speakers.  I needed something to practice with DJing, and not spend too much.  Quality is clear, loud Bass is the only thing lacking, but over all for the price very happy.  No Delay between my controller and the speakers. Sound quality is clear no popping or anything like that.  Wish I would of seen these sooner because it definitely is better than what I had.  Thanks for the quick Delivery.",2022-06-08T01:35:07,ThinKDifferent,Best Buy US,True
283361322,5,my pc is now upgraded,"[This review was collected as part of a promotion.] i got this to replace my 1980's harmon kardon that has everything sounding like it is in a box echo bass chamber ... hard to understand voice and got sick and tired of it ...  . but no more with my new r1280t  ... and for the price too even though not on sale .. 

i decide on this for 2 speakers setup  and amp ,, i wanted quality highs and clear voices .. and not for loud blow you away thunder bass .. since i would use my stereo system for that .. i like to also thank all other reviewers here writing .. great sound and clarity ..  .

when i first hooked up to my windows11 pc ,, it donna work?? .. ha ,, i had to make pc reload the sound driver to recognize this as a high quality sound system and reboot .. and then all evening i was listening to youtube videos of music ,, classical to rock and singing .. all totally enjoyed .. at medium levels.. and will not play to blow out your doors  ..",2022-07-27T17:55:32,Controler,Best Buy US,True
295794397,5,Worth every penny,"Recently bought a new record player but i wanted better sound quality. Look at the reviews for the speakers and decided to purchase them. Best decision ever. For the price of the speakers the sound quality is very good and it also comes with a remote, speaker wires, and aux wires. I easily hard wire the speakers to my player and I'm now enjoying listening to my albums even more.",2022-12-18T04:23:30,SylviaB,Best Buy US,False
302727612,5,Amazing sound for price!,"These speakers are truly something special. When i bought them to power the sound of my PS5/xbox series x gaming desk set up; i didnt really expect a ton of soubd from them. However, once i got them set up i was blown away at the output of sound. Devent base with solid mids and highs. Overall tou cant veat them for the price you pay. Pick them up!",2023-03-19T16:10:41,Mack23,Best Buy US,True
271177384,5,No Regrets!,"[This review was collected as part of a promotion.] I wish I could give these 10 stars. I have a slow laptop I decided to use for workouts but the speakers were not loud enough so I purchased these speakers. I was blown away at the bass, clarity of sound, tremble and the distance of sound it projects. I love love love these speakers. I DO NOT regret my purchase. Did I say I love these speakers? Lol",2021-11-02T02:25:44,Chitown,Best Buy US,True
282751270,4,Good sound for the size,"[This review was collected as part of a promotion.] I bought these two set up with a turntable on a shelf. They have nice clear sound and a very easy to connect. To do wish that the remote control that comes with them were a bit more sophisticated, as it feels like the volume buttons might just suddenly stop working one day. Otherwise it is a good addition to a relaxed vinyl setup.",2022-07-17T12:30:38,Noelesque,Best Buy US,True
294224747,5,Easy to use speakers,"I recently got these monitor speakers for my record player so I can free up space in my AV stand, since using them I noticed a big difference in audio quality from my records! Previously my audio was slightly drowned out, now this 2.0 system cleaned up my sound and improved the bass tones without sacrificing space!",2022-12-04T16:34:35,QWERTYreviews,Best Buy US,True
310555746,5,Speakers,[This review was collected as part of a promotion.] wanted to finally upgrade our record player and couldn’t really decide on what speakers to use. i hear a lot about how these are good beginner speakers so i decided to buy them and literally have no bad experiences with it. the sound quality is amazing and super easy to set up!,2023-07-07T23:59:07,ValerieZ,Best Buy US,True
329284690,5,Good sound depending on the purpose,[This review was collected as part of a promotion.] For what i use the speakers for they sound good and actually look good also ... they have like a studio look to them but if you are looking for something to blast these are not the speakers for you .. they do sound great in the space I have them in and for want i use them for,2023-12-23T16:03:08,Anonymous reviewer,Best Buy US,True
292282887,5,Great bookshelf speakers for the price,"Good looking elegant bookshelf speakers, great clear sound, surprisingly good bass for the size and price.  For smaller room and personal listening it does the job very well.  Nicely packaged, good build quality.  Overall excellent buy.",2022-11-19T00:12:48,DDXDDX,Best Buy US,True
320661199,5,Edifier Speakers,"[This review was collected as part of a promotion.] Really a great speaker system for beginners/ novices especially. Excellent quality and good value for the price. They are slightly bulky, but not unmanageable. 
Very simple to set up, sound clarity meets and even exceeds expectations",2023-10-13T21:01:56,AlanaLana,Best Buy US,True
277268277,5,Worth WAY more than the price.,"[This review was collected as part of a promotion.] I’m sorry how much are these? $100? These sound like they should cost 10x that amount!!! If you’re looking for speakers, don’t wanna spend a lot of money just for sound, and love great sound, GET THESE. My god these are amazing.",2022-03-17T00:21:47,zbrandon87,Best Buy US,True
247548933,5,Worth the price,"[This review was collected as part of a promotion.] I absolutely love these speakers. They have very bold sound and strong bass (I love strong bass personality LOL). I almost went for the Bose one with same price range, I am so glad I did the different thing. Highly recommended.",2020-12-20T16:48:31,Kennie,Best Buy US,True
333784271,5,Great Sound for a Low Price,"[This review was collected as part of a promotion.] I purchased these speakers for my new turntable and they are perfect for the room we have it in. The sound is crisp, loud, and has great quality. The value you get for the amount of money I spent was incredible! A must buy.",2024-01-27T22:27:25,TommyM,Best Buy US,True
319110819,5,Best bang for the buck!,[This review was collected as part of a promotion.] Blown away by the sound that comes out these things! Originally I was gonna pick up some audio engines which are 3x the price of these but with all the positive reviews I wanted to give these a shot. No regrets here.,2023-09-28T18:00:16,AnthonyLe,Best Buy US,True
329197742,5,"Loud, Cheap and Easy...Like my ex","[This review was collected as part of a promotion.] Absolutely great buy. If you're not looking to break the bank but want something easy to install, good quality and loud then this is the one. I use them for my record player and I'm extremely happy",2023-12-22T23:41:35,EricC,Best Buy US,True
272563896,5,Great speakers.,[This review was collected as part of a promotion.] Replaced a 2.1 setup with these. Great sound across the spectrum - clear highs/miss/bass. No muddy base that you typically hear on a dynamic 2.1 system in this price range.,2021-12-04T16:29:41,WoWJon,Best Buy US,True
299813331,5,Great speakers,These speakers were an added bonus to my wife’s new phonograph player. They sound great and we’re simple to install. I like that the bass and treble are easy to adjust.,2023-02-04T01:10:04,MrBiggy,Best Buy US,True
331211076,5,Great Speakers,"[This review was collected as part of a promotion.] I bought these speakers because I was tired of using my bluetooth speaker, and I was pleasantly surprised by how much of a difference in sound quality these provided.",2024-01-06T15:46:54,ChristopherA,Best Buy US,True
315585149,5,Great speakers for a computer setup,"[This review was collected as part of a promotion.] They are hard to beat for the price. They sound amazing. Without a subwoofer they still have great bass. Music, games, and movies all sound good on them.",2023-08-26T07:56:55,Matt,Best Buy US,True
336681912,5,Edifier speakers,[This review was collected as part of a promotion.] These speakers are a vast improvement from the Logitech pair i had. Much better frequency range and overall audio for music or gaming.,2024-02-25T17:32:12,RobertC,Best Buy US,True
325081403,5,"Good speakers, would reccomend","[This review was collected as part of a promotion.] Good sound quality and haven't had any issues with reliability. Stylish design, and good build quality. Would recommend to anyone!",2023-11-24T22:59:51,Josh,Best Buy US,True
309262661,4,Good sound,"[This review was collected as part of a promotion.] Great sound. Reasonable price. I needed a new cord to hear clear sound between the two speakers, but it now works with no issues.",2023-06-24T03:16:17,EddieL,Best Buy US,True
337378259,5,Amazing in game audio,[This review was collected as part of a promotion.] I can hear footsteps way easier with this and I cannot even set the volume to above 20% because these speakers go so loud. 10/10,2024-03-03T12:44:07,Cgaudette,Best Buy US,True
286350207,5,"Classy, great sound for medium sized room.","[This review was collected as part of a promotion.] Much better sound than expected. 
Fills the room with great sound, works perfectly with my turntable, and looks classy as well.",2022-09-17T17:10:23,RoastedCoster,Best Buy US,True
325087722,5,Worth it,"[This review was collected as part of a promotion.] The sound is amazing and are well designed. They do not look tacky at all while displayed, they’re the complete opposite.",2023-11-24T23:45:22,CGDA,Best Buy US,True
243688771,5,MIGHTY GOOD!! GREAT BUY!,"[This review was collected as part of a promotion.] Flat response, with EQ to suit your listening taste
 Absolutely brilliant speakers! Well done Edifier!",2020-11-20T19:41:03,Azar,Best Buy US,False
349897625,5,Review,[This review was collected as part of a promotion.] I use them to make beats Really good sound and the bass and they fell and look great,2024-07-11T16:43:12,TonyB,Best Buy US,True
341018680,5,GREAT,[This review was collected as part of a promotion.] Love the speakers they work amazing! sound way better on my pc than any pc speakers,2024-04-08T21:02:07,Gumbi,Best Buy US,True
258902213,5,Great little speakers for a home studio,"[This review was collected as part of a promotion.] I wanted something better than generic desktop computer speakers for my little home studio. I couldn't afford professional near-field monitors, so I settled on these. I am not disappointed! They are wonderful little speakers. More bass then I would have expected out of 4"" cones. Plenty of volume for filling the room with music from Band Camp or Sportify when I am not playing something of my own. 

The sound develops well when sitting close, a requirement for monitors. The two inputs are handy. Both are active at the same time, so you can mix two sources or go back and forth without touching the speakers (there is no fade between the inputs which would be nice, but you can't have everything for the price). I don't use the little remote, but it works if you need it. 

They include both RCA cables as well as a 3.5mm TRS cable to connect to a computer or phone (if your phone still has  headphone jack). They do have a Blue Tooth version if you need it. Both inputs are line in, so you would need a preamp to connect microphones or a turntable with low level outputs.

Best Buy does a great job with packing and shipping. I definitely recommend these if you are looking decent powered speakers in the price range.",2021-04-24T14:06:20,Farmyou,Best Buy US,True
329950648,5,Great speakers,"[This review was collected as part of a promotion.] Great speakers, the sound is amazing, you can heard every single detail.",2023-12-28T21:02:15,SamaraD,Best Buy US,True
296670161,5,Great Sound,Great Sound & Looks great with my pc setup. Would definitely recommend,2022-12-25T20:57:03,Monk,Best Buy US,True
339975335,5,Great affordable speakers!,"[This review was collected as part of a promotion.] great speakers, they sound great and the eq on the side is awesome",2024-03-29T14:36:24,MarleyD,Best Buy US,True
340730229,5,Excellent,[This review was collected as part of a promotion.] Super excellent set of speakers thanks would definitely recommend,2024-04-05T21:34:57,Anonymous reviewer,Best Buy US,True
307884990,5,Edifier speakers,[This review was collected as part of a promotion.] Best speakers.i ever purchased they are quality love them,2023-06-06T08:12:10,49ersfan71,Best Buy US,True
296508397,5,Nice speakers,"Great speakers. Sound good, look cool! Would recommend",2022-12-24T01:05:03,Jtwo,Best Buy US,True
310052232,5,Perfection!,"[This review was collected as part of a promotion.] Never dissappoint , its what im expecting. Love it!!",2023-07-02T18:54:46,Patrick,Best Buy US,True
281303747,4,Good quality great price,"[This review was collected as part of a promotion.] Good quality, sound, easy hook up and great value.",2022-06-17T20:47:13,EMTZ,Best Buy US,True
297246207,4,Better than I initially believed.,"I'm not going to lie, I thought these things were going to be horrible toys. The wood finish and knobs on the side just reminded me of a cheap toy speaker that came with a generic PC. Yes, I saw the reviews of people saying that they were happy with their choice of these speakers. So gave it a shot because I was ready for a bigger presence on my desk than the Audioengine A2s(overpriced $250) that I had. The lack of more filling bass had reached its conclusion with those. So after failing to find any speakers that would go with my setup ( needed to find speakers that had dual RCA connections inputs)...I ran into these at best buy but couldn't test them until I got home. After I got home and first listened, I was totally underwhelmed and was ready to take them back. But then I added my stands with tilt under them and allow them a couple of hours to warm up. After that, the sound started to fill in better and tilt gave it more life. I heard more spacious and directional sounds from them over the A2s and of course more bass, finally. Now I'm sure there are better bass tones from other speakers( I would give them a 7 out of 10 for bass quality) but having the convenience of the dual connection for my DJ Deck and my PC with a remote and separate EQ was starting to grow on me big time. It was so nice not to have to go to my PC or speakers to turn up/down the sound while mixing or having to pull out RCA cables for one, then the other when I was ready to use them. Before I knew it, I was sitting at my computer desk and starting to appreciate more and more with each hour that passed.
At the end of the day, I would give this speaker set a 7.5 out of 10. There is beauty found in them for the right needs but they aren't game-changing and yes they could be better, but these are $119 and at that price, you are getting more than what you paid for. So at the end of the day, I believe that is the goal for any tech product, to give back more than what the owner paid for.",2022-12-30T20:00:33,Methos,Best Buy US,True
297243349,5,Ryzen 5900x,"It is very customizable, with a ton of air flow to keep things cool and running properly.",2022-12-30T19:26:24,ByronR,Best Buy US,True
276828688,5,Simple and organized,"[This review was collected as part of a promotion.] All you want in a PC is a clean and efficient build, and this case provides minimal and good look. Slap RGB fans in and it's easy to manage with all the straps and zip ties on the back. YouTube videos are really worth watching while building.",2022-03-06T05:27:36,Jordannicoli,Best Buy US,True
306250059,5,Perfect case for me.,[This review was collected as part of a promotion.] This case is perfect.  It was large enough for the multiple fans I wanted to install.  Fits perfectly with my motherboard.  Space for me to put my light strips and the clear glass side just makes it look beautiful when turned on. Some times I turn my pc on just to look at it.  This is my second build.  First build was a media pc with i5 12400.  This build was i7 12700k.  My next build may be 14th gen.   I will be stopping at BestBuy for cases and other components. This is a strong solid case.,2023-05-14T21:41:18,TheChosenOne,Best Buy US,True
251031230,5,Solid Airflow,"[This review was collected as part of a promotion.] For the money, it's hard to beat. Plenty of room, cavlemamagement was nice. The tint on the glass is pretty dark. Hope Corsair sells clear glass at some point. Only two fans, but was already replacing them so it didn't matter to me, but might be an issue if you want more flow.",2021-01-22T23:35:46,TeacherThatGames,Best Buy US,True
242965644,5,Nice case from corsair,"[This review was collected as part of a promotion.] Nice case and tons of Airflow for $79, comes with 2 120mm black fans so I'll advise on picking up some nice 120mm rgb fan or regular fans for maximum Airflow, tons of space to work on it and have great cable management",2020-11-14T03:17:07,VoltagePrime,Best Buy US,True
287331302,5,Your last case you’ll buy,[This review was collected as part of a promotion.] Using this case for my new build. Very spacious for a mid size case with crazy airflow and pretty good cable management. Even with a 3 fan 3070 there’s still a bunch of room and solid buttons.,2022-09-30T21:19:32,heresmyshotty,Best Buy US,True
275584344,5,"Super slick look, highly recommended","[This review was collected as part of a promotion.] Love the way it looks, plenty of room on a mid-tower format. The tinted glass looks really nice, and plenty of room for cable management. Highly recommended",2022-02-06T00:42:57,QbanDK,Best Buy US,True
250371790,5,Excellent airflow,[This review was collected as part of a promotion.] Best case I have ever had. A lot of air flow. Msi suprim x 3080 noctua nah-d15 see my YouTube video https://youtube.com/channel/UCLQMMt2x3VJV87ejuojlhag,2021-01-16T00:42:22,HeadlessBlade,Best Buy US,True
284562565,5,Yes.,"[This review was collected as part of a promotion.] This is probably one of the best pc cases for either airflow or just looks in general, definitely recommend!",2022-08-19T20:36:46,Josiyah,Best Buy US,True
271355414,5,Lovin it,[This review was collected as part of a promotion.] Be warned if tou plan is to put a 360mm radiator at the top it wont fit,2021-11-06T07:26:39,Firestick,Best Buy US,True
249191318,5,Such an amazing case,"[This review was collected as part of a promotion.] Amazing case and was super fun to build in. Corsair really hit the nail on the head with this one because it looks amazing and is very high quality. Cable management is super easy with all of the velcro straps, zip ties, cable channels, and small holes for zip ties included. My temps have also been really good with 3 front intake and 2 exhaust fans (1 back + 1 top). Running a 3700x and 3070, I never see my temps go above 65 degrees while running games at high settings. The only issues I had is that the front dust filter is a bit saggy and will rub against the fans. I personally fixed this by just hot gluing a beam across to hold it. They also should’ve made the vertical mount not as close as it is to the glass. Overall, still an amazing case and I’m surprised it’s not more popular.",2021-01-05T10:05:06,Frank,Best Buy US,True
247539666,5,The only case you'll ever need.,"[This review was collected as part of a promotion.] Wow, where do I even start. This case was just an absolute joy and pleasure to build in. Right off the bat I was incredibly impressed with the build quality and overall design of the case. The cable management is some of the best I've seen. Sure it didn't come with a bunch of RGB fans, but I understand they needed to make it affordable. Im not going to mark it down only because of that little issue. Im getting insanely cool temps and it feels like the case will last me dang near forever.",2020-12-20T15:12:09,Obzensphere,Best Buy US,True
247133873,5,Love it .,[This review was collected as part of a promotion.] I was really surprised how good this case is . Its smaller then i want it but enough . The best thing about is the cable management and the air flow . Most of the cases dont have it but this one really have a great air flow . The stock fans are not that great but no case has great fans and i intended to change them anyway . Its super cute and if you are not gonna water cool (and i did it even tho its not water cooling friendly) your rig then this is the case you need .,2020-12-17T06:40:47,Hector1908,Best Buy US,True
275982434,5,"Dust Filters, Insane Airflow, Easy to Build In","[This review was collected as part of a promotion.] Built two PC’s with case. They were both my first builds. Needless to say, the case is great for first time builders. Tons of Room, easy cable management, and an impressive amount of airflow to keep those temps down. The dust filters on the front, top and bottom are a game changer for me. You won’t need to go into your gaming rig as often for dust maintenance. The best feature of all is you will have easy access to the back of your motherboard WITHOUT having to remove it. Great feature if you plan on upgrading your  cpu cooler and need to change the back plate in the future. Good stuff. Highly recommended.",2022-02-15T14:31:01,PCBuilderNewbie,Best Buy US,True
337857156,5,Sleek case that is already a classic,"[This review was collected as part of a promotion.] Of all the PC cases out there, this has the classiest design; No bling unless you go out of your way and get RGB fans, RAM and/or an RGB AIO water cooler. Some find that a distraction and this case avoids it. Aside from that, this is a very sturdy case with great airflow. I especially like the easy to clean dust filter behind the front grill which is where the majority of people put intake fans (have an iCUE H150i ELITE CAPELLIX Liquid CPU Cooler in front - RGB turned off of course). Plenty of room for good cable management, and easy to keep clean. I'm working on another build and plan on buying this case again. I don't see this design going out of style any time in the near future.",2024-03-08T01:17:29,Mewcatchew,Best Buy US,True
352864505,5,Spacious case,[This review was collected as part of a promotion.] It’s great. My only concern is what type of motherboard is compatible.,2024-08-02T00:14:53,NicholasA,Best Buy US,True
256603616,5,"Great Case, Good Value","[This review was collected as part of a promotion.] I like Corsair products good stuff. I bought this case for my new build. I put Corsair LL120 RGB fans in the front and the original front black fan on the top of the case. To get front panel off you take the two screws out of the bottom and pull the panel down. It has plastic hooks holding it on. The case has room for my ATX motherboard and AMD processor fan. All pretty standard for a Mid Tower. I usually like to have a  cd drive space in my cases, but an external drive works fine to load motherboard software. I have 5 fans in my case it's cool and quiet. I think this case is great.",2021-03-29T07:48:15,curtisw3,Best Buy US,True
252401813,5,Buy This Over Any Other Case!,"[This review was collected as part of a promotion.] This lovely case housed my first ever PC build in remembrance of my brother who loved gaming. Pushed for me to get into it for god knows how long and I couldn’t. It fit my Build perfectly, with all the additional cutout space for all the 2 fan wiring, all the motherboard wiring and still turned out beautiful. My only flaw with this case, is that it doesn’t come with RGB fans. The two fans included aren’t RGB and are pre-installed in the middle of the front panel, and the rear. Why the middle is beyond me but it should include at the minimum one for each 3 locations. *Ignore the LED Boot Light. This is due to my monitor arriving later, and not having windows 10 on USB ready. Have to pickup later today.*",2021-02-07T10:46:54,MrChrisH,Best Buy US,True
298839782,5,Great looking case with great airflow,"This case is good all around, fit my kraken 280mm aio at the top with my oloy blade rgb ram, has a lot of space for cable management in the back and looks phenomenal, you really cant find any other case as good as this one for under $100 (at the time of buying this case it costed me $94.99)",2023-01-18T00:04:03,Carterkeel,Best Buy US,True
251654516,4,Great at keeping down thermals,"[This review was collected as part of a promotion.] I had to exchange my first one because the front magnetic filter had really loose mesh that would touch the fans.

Second one was perfect. Good space for big power source, Hard drives, solid states, and came with Velcro and zip ties to help manage cables “behind the scenes”.",2021-01-29T21:48:11,StephenG,Best Buy US,True
